"X","State.Code","County.Code","Site.Num","Address","State","County","City","Date.Local","NO2.Units","NO2.Mean","NO2.1st.Max.Value","NO2.1st.Max.Hour","NO2.AQI","O3.Units","O3.Mean","O3.1st.Max.Value","O3.1st.Max.Hour","O3.AQI","SO2.Units","SO2.Mean","SO2.1st.Max.Value","SO2.1st.Max.Hour","SO2.AQI","CO.Units","CO.Mean","CO.1st.Max.Value","CO.1st.Max.Hour","CO.AQI"
"1","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-01","Parts per billion","2.520833","4.1","11","4","Parts per million","0.022292","0.027","13","25","Parts per billion","0.413636","1.2","3","1","Parts per million","0.1","0.1","7","1"
"5","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-02","Parts per billion","8.4375","27.5","18","25","Parts per million","0.015333","0.03","9","28","Parts per billion","0.663636","1.4","3","1","Parts per million","0.166667","0.5","23","6"
"9","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-03","Parts per billion","12.75","20.7","8","19","Parts per million","0.017208","0.026","9","24","Parts per billion","0.863636","1.9","3","1","Parts per million","0.333333","0.6","1","7"
"13","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-04","Parts per billion","3.141667","6.1","2","6","Parts per million","0.025292","0.028","8","26","Parts per billion","0.51","2.1","3","3","Parts per million","0.116667","0.2","0","2"
"17","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-05","Parts per billion","9.316667","28.5","19","26","Parts per million","0.021917","0.03","9","28","Parts per billion","0.75","2.7","3","3","Parts per million","0.6375","1.8","6","20"
"21","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-06","Parts per billion","14.5875","34.7","19","32","Parts per million","0.01825","0.03","9","28","Parts per billion","0.859091","1.6","3","1","Parts per million","0.15","0.3","23","3"
"25","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-07","Parts per billion","17.854167","31.2","18","29","Parts per million","0.014042","0.019","7","18","Parts per billion","1","2.1","3","3","Parts per million","0.25","0.3","0","3"
"29","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-08","Parts per billion","11.408333","27.6","18","25","Parts per million","0.017458","0.023","9","21","Parts per billion","0.131818","0.3","0","0","Parts per million","0.229167","0.3","0","3"
"33","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-09","Parts per billion","4.7625","9.9","8","8","Parts per million","0.020042","0.025","16","23","Parts per billion","0.013636","0.1","3","0","Parts per million","0.170833","0.3","0","3"
"37","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-10","Parts per billion","3.429167","12.2","18","11","Parts per million","0.020458","0.025","13","23","Parts per billion","0.127273","1","22","1","Parts per million","0.141667","0.2","0","2"
"41","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-11","Parts per billion","14.768182","31.3","18","29","Parts per million","0.013125","0.026","9","24","Parts per billion","2.825","22.1","11","31","Parts per million","0.272222","0.7","23","8"
"45","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-12","Parts per billion","15.204167","35.9","7","33","Parts per million","0.020833","0.033","9","31","Parts per billion","1.777273","5.7","3","7","Parts per million","0.458333","0.8","0","9"
"49","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-13","Parts per billion","19.373684","33.2","23","31","Parts per million","0.010708","0.029","9","27","Parts per billion","1.036364","2","8","3","Parts per million","0.345833","0.7","23","8"
"53","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-14","Parts per billion","17.304167","39.6","8","37","Parts per million","0.026042","0.039","10","36","Parts per billion","1.404545","3.7","8","4","Parts per million","0.508333","0.9","3","10"
"57","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-15","Parts per billion","15.008333","30.6","11","28","Parts per million","0.016333","0.029","0","27","Parts per billion","0.927273","7","10","10","Parts per million","0.208333","0.3","12","3"
"61","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-16","Parts per billion","3.2875","8.9","0","8","Parts per million","0.02375","0.03","8","28","Parts per billion","0.209091","1.1","12","1","Parts per million","0.0875","0.2","0","2"
"65","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-17","Parts per billion","4.225","17.2","22","16","Parts per million","0.024792","0.033","9","31","Parts per billion","0.586364","1.9","23","1","Parts per million","0.104167","0.2","23","2"
"69","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-18","Parts per billion","8.104167","21.7","23","20","Parts per million","0.0225","0.031","9","29","Parts per billion","0.71","2.6","3","3","Parts per million","0.138889","0.2","0","2"
"73","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-19","Parts per billion","11.904167","31.7","20","29","Parts per million","0.021125","0.032","8","30","Parts per billion","2.086364","9.7","9","13","Parts per million","0.1875","0.3","23","3"
"77","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-20","Parts per billion","15.120833","28.5","17","26","Parts per million","0.014708","0.03","1","28","Parts per billion","1.365","3.3","10","4","Parts per million","0.245833","0.3","0","3"
"81","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-21","Parts per billion","12.4625","17.3","17","16","Parts per million","0.01325","0.033","22","31","Parts per billion","0.754545","1.8","10","1","Parts per million","0.2","0.2","0","2"
"85","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-22","Parts per billion","5.304167","10.5","7","9","Parts per million","0.022625","0.028","18","26","Parts per billion","0.136364","0.6","21","0","Parts per million","0.154167","0.2","0","2"
"89","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-23","Parts per billion","3.0875","7.1","22","7","Parts per million","0.026958","0.031","11","29","Parts per billion","1.209091","2.9","3","3","Parts per million","0.116667","0.2","20","2"
"93","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-24","Parts per billion","14.695833","30","18","28","Parts per million","0.01575","0.03","9","28","Parts per billion","4.777273","30.5","10","43","Parts per million","0.275","0.8","23","9"
"97","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-25","Parts per billion","14.15","30.6","2","28","Parts per million","0.026375","0.036","11","33","Parts per billion","1.675","3.6","3","4","Parts per million","0.4","1","2","11"
"101","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-26","Parts per billion","12.983333","33","18","31","Parts per million","0.016042","0.03","0","28","Parts per billion","0.418182","1.1","10","1","Parts per million","0.2","0.4","17","5"
"105","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-27","Parts per billion","5.52381","15.8","23","14","Parts per million","0.017042","0.022","8","20","Parts per billion","0.186364","0.4","10","0","Parts per million","0.129167","0.2","0","2"
"109","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-28","Parts per billion","9.495833","25.4","23","24","Parts per million","0.019667","0.032","8","30","Parts per billion","0.486364","1.1","3","1","Parts per million","0.191667","0.2","0","2"
"113","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-29","Parts per billion","16.883333","33.3","18","31","Parts per million","0.015375","0.034","9","31","Parts per billion","0.577273","1.3","3","1","Parts per million","0.2625","0.7","23","8"
"117","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-30","Parts per billion","11.158333","25.9","8","24","Parts per million","0.034625","0.046","11","43","Parts per billion","1.672727","5","9","7","Parts per million","0.495833","0.8","0","9"
"121","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-01-31","Parts per billion","2.954167","5.5","18","5","Parts per million","0.037875","0.041","0","38","Parts per billion","0.609091","1.5","21","1","Parts per million","0.1375","0.2","0","2"
"125","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-01","Parts per billion","10.420833","32","17","30","Parts per million","0.022458","0.032","9","30","Parts per billion","0.261111","0.4","0","0","Parts per million","0.272222","0.5","21","6"
"129","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-02","Parts per billion","5.083333","12.5","8","11","Parts per million","0.024583","0.033","23","31","Parts per billion","0.3","1.3","8","1","Parts per million","0.204167","0.5","0","6"
"133","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-03","Parts per billion","6.754167","28.2","7","26","Parts per million","0.031083","0.036","9","33","Parts per billion","0.113636","0.7","15","0","Parts per million","0.141667","0.2","8","2"
"137","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-04","Parts per billion","3.316667","9","6","8","Parts per million","0.029667","0.036","12","33","Parts per billion","0.542857","1.2","19","1","Parts per million","0.1","0.1","0","1"
"141","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-05","Parts per billion","10.95","31.2","21","29","Parts per million","0.021333","0.039","9","36","Parts per billion","0.49","1.4","22","1","Parts per million","0.208333","0.4","23","5"
"145","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-06","Parts per billion","16.9","29.4","0","27","Parts per million","0.016833","0.037","10","34","Parts per billion","3.295455","16.8","9","23","Parts per million","0.3125","0.5","2","6"
"149","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-07","Parts per billion","16.616667","38.6","22","36","Parts per million","0.022042","0.044","10","41","Parts per billion","1.136364","3.6","8","4","Parts per million","0.329167","0.5","4","6"
"153","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-08","Parts per billion","10.281818","30.3","1","28","Parts per million","0.030833","0.037","9","34","Parts per billion","0.465","1.8","3","1","Parts per million","0.233333","0.3","0","3"
"157","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-09","Parts per billion","4.245833","9.2","23","8","Parts per million","0.029625","0.035","11","32","Parts per billion","0.531818","1.9","3","1","Parts per million","0.1625","0.2","0","2"
"161","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-10","Parts per billion","12.5875","35.9","20","33","Parts per million","0.020958","0.036","9","33","Parts per billion","1.459091","10.4","23","14","Parts per million","0.166667","0.3","21","3"
"165","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-11","Parts per billion","21.538095","36.1","6","34","Parts per million","0.023375","0.039","11","36","Parts per billion","3.554545","9.8","11","13","Parts per million","0.2875","0.4","0","5"
"169","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-12","Parts per billion","8.41","24.3","7","23","Parts per million","0.032875","0.045","11","42","Parts per billion","1.845455","4.4","11","6","Parts per million","0.195833","0.3","0","3"
"173","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-13","Parts per billion","3.295833","16.8","23","15","Parts per million","0.032625","0.038","8","35","Parts per billion","0.85","5.3","23","7","Parts per million","0.116667","0.2","20","2"
"177","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-14","Parts per billion","6.783333","18.1","0","17","Parts per million","0.035167","0.041","20","38","Parts per billion","1","2.1","22","3","Parts per million","0.1375","0.2","0","2"
"181","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-15","Parts per billion","8.758333","17","14","16","Parts per million","0.026294","0.033","0","31","Parts per billion","0.84","4.4","3","6","Parts per million","0.2","0.2","0","2"
"185","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-16","Parts per billion","9.091667","25.6","7","24","Parts per million","0.023875","0.031","9","29","Parts per billion","0.395455","1.2","17","1","Parts per million","0.1875","0.2","0","2"
"189","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-17","Parts per billion","5.258333","20.5","23","19","Parts per million","0.026167","0.036","9","33","Parts per billion","0.689474","2.3","23","3","Parts per million","0.125","0.2","0","2"
"193","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-18","Parts per billion","15.129167","34.3","20","32","Parts per million","0.024417","0.038","23","35","Parts per billion","1.1","2.9","3","3","Parts per million","0.3","0.6","22","7"
"197","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-19","Parts per billion","5.383333","13","18","12","Parts per million","0.041583","0.047","10","44","Parts per billion","0.681818","1.5","12","1","Parts per million","0.35","0.7","1","8"
"201","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-20","Parts per billion","7.366667","23.8","19","22","Parts per million","0.030625","0.039","9","36","Parts per billion","0.695455","3","22","4","Parts per million","0.175","0.3","20","3"
"205","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-21","Parts per billion","6.275","16","23","15","Parts per million","0.025417","0.033","9","31","Parts per billion","0.627273","1.7","11","1","Parts per million","0.175","0.4","1","5"
"209","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-22","Parts per billion","16.777778","26.9","17","25","Parts per million","0.016667","0.022","19","20","Parts per billion","0.12","0.3","7","0","Parts per million","0.227778","0.3","9","3"
"213","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-23","Parts per billion","6.775","12.9","7","11","Parts per million","0.025208","0.037","21","34","Parts per billion","0.131818","0.5","10","0","Parts per million","0.158333","0.2","0","2"
"217","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-24","Parts per billion","3.108333","5.8","9","5","Parts per million","0.02725","0.034","0","31","Parts per billion","0.235","1.2","11","1","Parts per million","0.1375","0.2","10","2"
"221","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-25","Parts per billion","3.829167","10.1","18","9","Parts per million","0.029833","0.037","10","34","Parts per billion","0.363636","1","9","1","Parts per million","0.1","0.1","0","1"
"225","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-26","Parts per billion","10.5","30.8","23","28","Parts per million","0.025792","0.038","10","35","Parts per billion","0.672727","2.1","3","3","Parts per million","0.120833","0.2","19","2"
"229","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-27","Parts per billion","17.283333","39.1","20","37","Parts per million","0.01925","0.042","10","39","Parts per billion","0.881818","4.6","8","6","Parts per million","0.241667","0.5","23","6"
"233","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-28","Parts per billion","11.875","31.8","5","29","Parts per million","0.037375","0.049","10","45","Parts per billion","0.768182","1.5","7","1","Parts per million","0.395833","0.8","3","9"
"237","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-02-29","Parts per billion","12.904167","38.5","19","36","Parts per million","0.023889","0.041","9","38","Parts per billion","0.55","1.3","23","1","Parts per million","0.233333","0.5","23","6"
"241","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-01","Parts per billion","8.616667","31.8","1","29","Parts per million","0.032708","0.037","11","34","Parts per billion","0.527273","2.6","0","3","Parts per million","0.241667","0.5","0","6"
"245","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-02","Parts per billion","6.53","21","22","20","Parts per million","0.026917","0.036","9","33","Parts per billion","0.413636","3.3","19","4","Parts per million","0.120833","0.2","19","2"
"249","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-03","Parts per billion","16.270833","30.5","1","28","Parts per million","0.019042","0.024","10","22","Parts per billion","1.066667","1.4","6","1","Parts per million","0.2","0.2","0","2"
"253","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-07","Parts per billion","8.904762","34.9","0","32","Parts per million","0.043625","0.051","11","47","Parts per billion","0.757143","2.1","23","3","Parts per million","0.272222","0.7","1","8"
"257","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-08","Parts per billion","7.945833","19.1","7","18","Parts per million","0.041667","0.049","10","45","Parts per billion","1.209091","4.8","0","6","Parts per million","0.182353","0.2","0","2"
"261","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-09","Parts per billion","4.890909","15","19","14","Parts per million","0.039042","0.042","7","39","Parts per billion","0.475","1.3","21","1","Parts per million","0.108333","0.2","0","2"
"265","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-10","Parts per billion","5.285","13.9","21","12","Parts per million","0.030125","0.038","0","35","Parts per billion","0.331818","1.4","17","1","Parts per million","0.1","0.1","0","1"
"269","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-11","Parts per billion","12.220833","28.1","20","26","Parts per million","0.0165","0.027","9","25","Parts per billion","1.081818","4.3","5","6","Parts per million","0.1625","0.3","22","3"
"273","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-12","Parts per billion","10.395833","24.9","20","23","Parts per million","0.018917","0.027","7","25","Parts per billion","0.3","2.5","20","3","Parts per million","0.2625","0.4","0","5"
"277","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-13","Parts per billion","8.745833","32.6","20","30","Parts per million","0.031292","0.043","10","40","Parts per billion","0.195455","1.8","23","1","Parts per million","0.195833","0.4","0","5"
"281","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-14","Parts per billion","10.120833","37.4","20","35","Parts per million","0.026083","0.043","11","40","Parts per billion","0.27","0.9","0","0","Parts per million","0.2","0.4","23","5"
"285","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-15","Parts per billion","11.654167","34.9","7","32","Parts per million","0.035292","0.05","10","46","Parts per billion","0.85","3.1","4","4","Parts per million","0.379167","0.7","7","8"
"289","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-16","Parts per billion","12.779167","39.5","20","37","Parts per million","0.026125","0.049","9","45","Parts per billion","0.995455","6.5","23","9","Parts per million","0.154167","0.4","22","5"
"293","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-17","Parts per billion","15.914286","33.6","0","31","Parts per million","0.03","0.052","11","48","Parts per billion","2.881818","11.3","0","16","Parts per million","0.3","0.6","2","7"
"297","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-18","Parts per billion","15.783333","35.7","7","33","Parts per million","0.030708","0.047","10","44","Parts per billion","2.295455","25.5","7","36","Parts per million","0.233333","0.3","6","3"
"301","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-19","Parts per billion","4.291667","14.1","1","13","Parts per million","0.034542","0.045","12","42","Parts per billion","0.190909","0.6","15","0","Parts per million","0.170833","0.2","0","2"
"305","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-20","Parts per billion","2.325","5.2","21","5","Parts per million","0.029625","0.037","9","34","Parts per billion","0.113636","0.4","8","0","Parts per million","0.1","0.1","0","1"
"309","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-21","Parts per billion","10.277273","36.1","22","34","Parts per million","0.02325","0.041","10","38","Parts per billion","0.44","1.2","16","1","Parts per million","0.122222","0.2","20","2"
"313","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-22","Parts per billion","14.116667","37.4","7","35","Parts per million","0.035667","0.046","10","43","Parts per billion","0.859091","2.7","9","3","Parts per million","0.2875","0.6","6","7"
"317","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-23","Parts per billion","6.1625","19","7","18","Parts per million","0.042667","0.046","10","43","Parts per billion","0.581818","2.6","9","3","Parts per million","0.183333","0.2","0","2"
"321","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-24","Parts per billion","6.09","20.8","11","19","Parts per million","0.032708","0.044","0","41","Parts per billion","0.277273","1.2","0","1","Parts per million","0.145833","0.2","0","2"
"325","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-25","Parts per billion","4.145833","13.3","19","12","Parts per million","0.0285","0.041","10","38","Parts per billion","0.131818","0.3","8","0","Parts per million","0.1125","0.2","21","2"
"329","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-26","Parts per billion","8.220833","25.2","5","24","Parts per million","0.02525","0.03","19","28","Parts per billion","1.040909","6","4","9","Parts per million","0.154167","0.2","0","2"
"333","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-27","Parts per billion","7.929167","26.7","19","25","Parts per million","0.022292","0.027","0","25","Parts per billion","0.077273","0.3","14","0","Parts per million","0.125","0.2","18","2"
"337","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-28","Parts per billion","5.416667","25.8","23","24","Parts per million","0.029917","0.042","10","39","Parts per billion","0.39","3.1","23","4","Parts per million","0.177778","0.3","0","3"
"341","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-29","Parts per billion","14.89","38","21","36","Parts per million","0.02925","0.048","10","44","Parts per billion","3.068182","11.6","8","16","Parts per million","0.179167","0.3","23","3"
"345","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-30","Parts per billion","10.383333","27.8","0","25","Parts per million","0.042667","0.05","20","46","Parts per billion","0.84","1.6","6","1","Parts per million","0.225","0.3","0","3"
"349","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-03-31","Parts per billion","6.3375","18.5","13","17","Parts per million","0.03175","0.045","0","42","Parts per billion","0.731818","6.7","13","9","Parts per million","0.1875","0.2","0","2"
"353","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-01","Parts per billion","5.525","16.6","5","15","Parts per million","0.026583","0.03","9","28","Parts per billion","0.131818","0.2","10","0","Parts per million","0.133333","0.2","12","2"
"357","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-02","Parts per billion","3.716667","8.5","5","8","Parts per million","0.035708","0.044","9","41","Parts per billion","0.204545","0.8","23","0","Parts per million","0.116667","0.2","0","2"
"361","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-03","Parts per billion","7.958333","29.6","22","27","Parts per million","0.027375","0.047","10","44","Parts per billion","0.954545","5.8","23","7","Parts per million","0.129167","0.3","22","3"
"365","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-04","Parts per billion","11.722727","29.2","0","27","Parts per million","0.033417","0.048","9","44","Parts per billion","1.225","4","0","6","Parts per million","0.266667","0.5","9","6"
"369","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-05","Parts per billion","7.145833","25.5","23","24","Parts per million","0.029","0.045","10","42","Parts per billion","1.309091","6.3","22","9","Parts per million","0.154167","0.4","23","5"
"373","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-06","Parts per billion","8.520833","26.3","0","25","Parts per million","0.035208","0.049","12","45","Parts per billion","0.640909","2","6","3","Parts per million","0.24375","0.5","2","6"
"377","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-07","Parts per billion","9.855","29","6","27","Parts per million","0.031958","0.043","10","40","Parts per billion","0.231818","1.5","8","1","Parts per million","0.1625","0.3","6","3"
"381","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-08","Parts per billion","5.6375","16.9","4","15","Parts per million","0.031958","0.04","10","37","Parts per billion","0.104545","0.3","13","0","Parts per million","0.1","0.1","0","1"
"385","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-09","Parts per billion","12.279167","35","3","33","Parts per million","0.030792","0.047","10","44","Parts per billion","0.709091","4.6","21","6","Parts per million","0.154167","0.2","2","2"
