"X","State.Code","County.Code","Site.Num","Address","State","County","City","Date.Local","NO2.Units","NO2.Mean","NO2.1st.Max.Value","NO2.1st.Max.Hour","NO2.AQI","O3.Units","O3.Mean","O3.1st.Max.Value","O3.1st.Max.Hour","O3.AQI","SO2.Units","SO2.Mean","SO2.1st.Max.Value","SO2.1st.Max.Hour","SO2.AQI","CO.Units","CO.Mean","CO.1st.Max.Value","CO.1st.Max.Hour","CO.AQI"
"22357","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-17","Parts per billion","20.841667","38.8","21","36","Parts per million","0.025625","0.044","10","41","Parts per billion","0.275","1.1","8",NA,"Parts per million","0.4","0.7","0","8"
"22361","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-18","Parts per billion","11.791667","21.9","6","20","Parts per million","0.035542","0.049","11","45","Parts per billion","0.1125","0.5","8",NA,"Parts per million","0.220833","0.4","0","5"
"22365","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-19","Parts per billion","7.779167","12.2","18","11","Parts per million","0.034333","0.039","19","36","Parts per billion","0.057143","0.1","8",NA,"Parts per million","0.233333","0.3","12","3"
"22369","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-20","Parts per billion","10.163636","31.2","20","29","Parts per million","0.032125","0.044","11","41","Parts per billion","0.1125","0.2","20",NA,"Parts per million","0.220833","0.4","23","5"
"22373","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-21","Parts per billion","20.642105","47.6","19","44","Parts per million","0.0235","0.045","10","42","Parts per billion","0.8","3.4","23",NA,"Parts per million","0.320833","1","23","11"
"22377","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-22","Parts per billion","12.55","39.5","6","37","Parts per million","0.042042","0.055","16","51","Parts per billion","0.4125","2.5","8",NA,"Parts per million","0.4125","1.1","0","13"
"22381","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-23","Parts per billion","6.783333","19.3","6","18","Parts per million","0.042667","0.054","9","50","Parts per billion","0.0125","0.1","8",NA,"Parts per million","0.175","0.2","6","2"
"22385","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-24","Parts per billion","24.429167","42.5","20","40","Parts per million","0.018958","0.045","11","42","Parts per billion","1.2375","4.1","23",NA,"Parts per million","0.4375","1","23","11"
"22389","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-25","Parts per billion","13.55","31.7","5","29","Parts per million","0.039167","0.054","11","50","Parts per billion","0.275","1.4","8",NA,"Parts per million","0.466667","1","0","11"
"22393","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-26","Parts per billion","7.120833","31.5","21","29","Parts per million","0.047167","0.052","9","48","Parts per billion","0.014286","0.1","23",NA,"Parts per million","0.175","0.2","0","2"
"22397","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-27","Parts per billion","11.25","30.6","19","28","Parts per million","0.035792","0.05","10","46","Parts per billion","0.1375","0.4","20",NA,"Parts per million","0.225","0.4","23","5"
"22401","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-28","Parts per billion","14.030435","26.6","7","25","Parts per million","0.033583","0.043","11","40","Parts per billion","0.128571","0.7","11",NA,"Parts per million","0.235294","0.4","0","5"
"22405","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-29","Parts per billion","6.6","19.8","6","18","Parts per million","0.04175","0.047","11","44","Parts per billion","0.0125","0.1","8",NA,"Parts per million","0.126667","0.2","5","2"
"22409","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-30","Parts per billion","5.516667","8.2","7","8","Parts per million","0.041125","0.045","14","42","Parts per billion","0","0","2",NA,"Parts per million","0.11875","0.2","6","2"
"22413","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-03-31","Parts per billion","8.9875","25.3","6","24","Parts per million","0.039917","0.046","10","43","Parts per billion","0.0125","0.1","8",NA,"Parts per million","0.141667","0.2","5","2"
"22417","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-01","Parts per billion","8.783333","22.6","6","21","Parts per million","0.034583","0.045","8","42","Parts per billion","0","0","2",NA,"Parts per million","0.154167","0.2","8","2"
"22421","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-02","Parts per billion","13.3","34.8","22","32","Parts per million","0.029458","0.046","10","43","Parts per billion","0.057143","0.2","23",NA,"Parts per million","0.216667","0.4","23","5"
"22425","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-03","Parts per billion","20.359091","49.1","19","46","Parts per million","0.023083","0.05","10","46","Parts per billion","1.05","5.2","23",NA,"Parts per million","0.408333","1.3","23","15"
"22429","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-04","Parts per billion","27.570833","45.9","20","42","Parts per million","0.020708","0.051","10","47","Parts per billion","1.5375","4.5","23",NA,"Parts per million","0.758333","1.6","1","18"
"22433","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-05","Parts per billion","18.266667","43.8","0","41","Parts per million","0.039917","0.056","14","54","Parts per billion","0.975","4.8","8",NA,"Parts per million","0.566667","1","0","11"
"22437","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-06","Parts per billion","20.645833","58.7","19","55","Parts per million","0.02975","0.054","9","50","Parts per billion","0.825","4.7","23",NA,"Parts per million","0.2625","1.1","23","13"
"22441","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-07","Parts per billion","27.283333","50.9","17","47","Parts per million","0.02275","0.04","9","37","Parts per billion","0.6625","2","2",NA,"Parts per million","0.554167","1.3","1","15"
"22445","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-08","Parts per billion","10.958333","27.6","0","25","Parts per million","0.038208","0.044","10","41","Parts per billion","0.1125","0.2","2",NA,"Parts per million","0.158333","0.4","0","5"
"22449","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-09","Parts per billion","15.575","45.5","19","42","Parts per million","0.03025","0.049","10","45","Parts per billion","0.342857","2.1","23",NA,"Parts per million","0.216667","0.8","23","9"
"22453","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-10","Parts per billion","4.765","10.3","4","9","Parts per million","0.0395","0.045","9","42","Parts per billion","0.1625","1.2","2",NA,"Parts per million","0.304167","1","1","11"
"22457","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-11","Parts per billion","8.320833","28.2","20","26","Parts per million","0.036458","0.045","9","42","Parts per billion","0.0375","0.1","8",NA,"Parts per million","0.116667","0.2","20","2"
"22461","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-12","Parts per billion","9.7625","22.8","19","21","Parts per million","0.02875","0.038","10","35","Parts per billion","0.05","0.3","8",NA,"Parts per million","0.175","0.2","0","2"
"22465","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-13","Parts per billion","16.954167","45.1","20","42","Parts per million","0.025042","0.052","11","48","Parts per billion","0.3625","2","23",NA,"Parts per million","0.229167","0.6","22","7"
"22469","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-14","Parts per billion","27.8125","47.9","19","44","Parts per million","0.023542","0.048","10","44","Parts per billion","1.1","2.7","23",NA,"Parts per million","0.545833","0.7","0","8"
"22473","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-15","Parts per billion","7.929167","22.8","0","21","Parts per million","0.046333","0.051","10","47","Parts per billion","0.1375","0.3","2",NA,"Parts per million","0.2375","0.7","0","8"
"22477","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-16","Parts per billion","4.6625","8.9","7","8","Parts per million","0.044333","0.052","8","48","Parts per billion","0.042857","0.2","5",NA,"Parts per million","0.1","0.1","0","1"
"22481","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-17","Parts per billion","11.672727","31.6","20","29","Parts per million","0.036375","0.053","11","49","Parts per billion","0.025","0.1","20",NA,"Parts per million","0.179167","0.3","22","3"
"22485","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-18","Parts per billion","12.279167","29.2","19","27","Parts per million","0.034","0.042","10","39","Parts per billion","0.05","0.1","11",NA,"Parts per million","0.208333","0.3","0","3"
"22489","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-19","Parts per billion","15.3375","46.6","20","43","Parts per million","0.030042","0.054","10","50","Parts per billion","0.2125","1","23",NA,"Parts per million","0.195833","0.5","23","6"
"22493","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-20","Parts per billion","17.491667","40.4","0","38","Parts per million","0.041292","0.057","11","58","Parts per billion","1.2125","6.3","8",NA,"Parts per million","0.375","0.7","2","8"
"22497","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-21","Parts per billion","15.845833","57.1","19","54","Parts per million","0.0405","0.055","10","51","Parts per billion","0.075","0.5","20",NA,"Parts per million","0.204167","0.3","19","3"
"22501","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-22","Parts per billion","11.970833","24","15","23","Parts per million","0.04025","0.046","17","43","Parts per billion","0.0625","0.2","17",NA,"Parts per million","0.216667","0.3","0","3"
"22505","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-23","Parts per billion","8.9875","20.7","19","19","Parts per million","0.037625","0.048","9","44","Parts per billion","0.014286","0.1","11",NA,"Parts per million","0.2","0.2","0","2"
"22509","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-24","Parts per billion","4.731818","10.8","5","9","Parts per million","0.041833","0.05","11","46","Parts per billion","0.0875","0.2","11",NA,"Parts per million","0.1125","0.2","0","2"
"22513","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-25","Parts per billion","4.866667","12.4","6","11","Parts per million","0.045125","0.053","13","49","Parts per billion","0.12","0.3","5",NA,"Parts per million","0.1","0.1","0","1"
"22517","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-26","Parts per billion","5.840909","13.6","6","12","Parts per million","0.047792","0.058","9","61","Parts per billion","0.0125","0.1","8",NA,"Parts per million","0.1","0.1","0","1"
"22521","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-27","Parts per billion","19.2","55.1","20","52","Parts per million","0.032583","0.054","10","50","Parts per billion","0.4625","2.5","23",NA,"Parts per million","0.225","0.7","22","8"
"22525","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-28","Parts per billion","11.25","40.2","5","38","Parts per million","0.04125","0.051","22","47","Parts per billion","0.525","2.4","8",NA,"Parts per million","0.375","0.8","1","9"
"22529","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-29","Parts per billion","6.354167","20.6","23","19","Parts per million","0.047083","0.059","8","64","Parts per billion","0","0","2",NA,"Parts per million","0.104167","0.2","23","2"
"22533","48","141","44","800 S San Marcial Street","Texas","El Paso","El Paso","2016-04-30","Parts per billion","11.925","51.5","22","48","Parts per million","0.046056","0.056","10","54","Parts per billion","0.085714","0.5","23",NA,"Parts per million","0.175","0.3","22","3"
"22537","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-01","Parts per billion","3.35","7","23","7","Parts per million","0.022375","0.026","6","24","Parts per billion","0","0","2",NA,"Parts per million","0.2","0.2","5","2"
"22541","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-02","Parts per billion","6.329167","14.7","23","13","Parts per million","0.019042","0.024","8","22","Parts per billion","0.142857","0.4","11",NA,"Parts per million","0.220833","0.3","19","3"
"22545","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-03","Parts per billion","17.013636","38.2","19","36","Parts per million","0.013792","0.03","10","28","Parts per billion","-0.05","0.1","11",NA,"Parts per million","0.295833","0.6","23","7"
"22549","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-04","Parts per billion","21.226087","35.6","1","33","Parts per million","0.017167","0.033","10","31","Parts per billion","0.028571","0.1","8",NA,"Parts per million","0.416667","0.6","0","7"
"22553","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-05","Parts per billion","15.725","34.5","18","32","Parts per million","0.015","0.022","9","20","Parts per billion","0.5375","1.9","14",NA,"Parts per million","0.229167","0.4","0","5"
"22557","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-06","Parts per billion","15.55","21.4","7","20","Parts per million","0.01525","0.027","18","25","Parts per billion","0.2125","1.4","2",NA,"Parts per million","0.25","0.3","8","3"
"22561","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-07","Parts per billion","21.1875","49.5","11","46","Parts per million","0.015","0.022","12","20","Parts per billion","-0.1625","0","14",NA,"Parts per million","0.2625","0.3","9","3"
"22565","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-08","Parts per billion","22.020833","35","10","33","Parts per million","0.011917","0.02","11","19","Parts per billion","-0.128571","0","8",NA,"Parts per million","0.308333","0.4","7","5"
"22569","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-09","Parts per billion","9.833333","28.2","6","26","Parts per million","0.01625","0.019","22","18","Parts per billion","-0.242857","-0.2","8",NA,"Parts per million","0.220833","0.3","0","3"
"22573","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-10","Parts per billion","9.204545","25.9","22","24","Parts per million","0.01775","0.028","9","26","Parts per billion","-0.075","0","11",NA,"Parts per million","0.191667","0.4","23","5"
"22577","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-11","Parts per billion","20.025","28.5","7","26","Parts per million","0.008292","0.017","9","16","Parts per billion","0.3875","1.3","17",NA,"Parts per million","0.358333","0.4","0","5"
"22581","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-12","Parts per billion","29.025","43.5","9","41","Parts per million","0.011042","0.024","12","22","Parts per billion","0.4875","1.4","8",NA,"Parts per million","0.5625","1","9","11"
"22585","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-13","Parts per billion","25.508333","52.7","8","49","Parts per million","0.02225","0.038","11","35","Parts per billion","0.525","1.2","11",NA,"Parts per million","0.472222","0.9","9","10"
"22589","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-14","Parts per billion","21.725","35.9","10","33","Parts per million","0.015458","0.02","12","19","Parts per billion","-0.125","0","11",NA,"Parts per million","0.3","0.4","9","5"
"22593","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-15","Parts per billion","23.1625","49.8","19","46","Parts per million","0.013333","0.029","10","27","Parts per billion","-0.0375","0.3","23",NA,"Parts per million","0.3125","0.8","23","9"
"22597","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-16","Parts per billion","17.804167","32.8","3","30","Parts per million","0.015167","0.026","22","24","Parts per billion","0.228571","1","11",NA,"Parts per million","0.595833","1.3","2","15"
"22601","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-17","Parts per billion","10.631579","29","23","27","Parts per million","0.0215","0.032","9","30","Parts per billion","-0.042857","0.4","14",NA,"Parts per million","0.208333","0.3","22","3"
"22605","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-18","Parts per billion","21.629167","32","8","30","Parts per million","0.02175","0.033","11","31","Parts per billion","1.2375","3.7","14",NA,"Parts per million","0.404167","0.7","8","8"
"22609","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-19","Parts per billion","18.15","27.7","23","25","Parts per million","0.023458","0.037","10","34","Parts per billion","-0.025","0.3","11",NA,"Parts per million","0.216667","0.3","0","3"
"22613","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-20","Parts per billion","23.108333","34","17","32","Parts per million","0.011833","0.018","20","17","Parts per billion","-0.125","0","17",NA,"Parts per million","0.3375","0.4","3","5"
"22617","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-21","Parts per billion","12.970833","25.9","9","24","Parts per million","0.018042","0.024","10","22","Parts per billion","-0.233333","-0.2","8",NA,"Parts per million","0.2","0.2","0","2"
"22621","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-22","Parts per billion","12.229167","30.1","22","28","Parts per million","0.018375","0.029","10","27","Parts per billion","-0.0875","0","14",NA,"Parts per million","0.208333","0.3","22","3"
"22625","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-23","Parts per billion","20.058333","36.3","19","34","Parts per million","0.018417","0.03","10","28","Parts per billion","-0.057143","0.2","11",NA,"Parts per million","0.3","0.4","20","5"
"22629","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-24","Parts per billion","14.3","27.3","8","25","Parts per million","0.029292","0.04","10","37","Parts per billion","-0.0125","0.6","11",NA,"Parts per million","0.266667","0.4","0","5"
"22633","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-25","Parts per billion","17.4875","41.5","9","39","Parts per million","0.021958","0.028","10","26","Parts per billion","-0.0875","0.3","14",NA,"Parts per million","0.25","0.4","11","5"
"22637","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-26","Parts per billion","9.7375","22","3","21","Parts per million","0.021792","0.025","4","23","Parts per billion","-0.275","-0.2","14",NA,"Parts per million","0.1875","0.2","0","2"
"22641","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-27","Parts per billion","13.733333","39.9","19","37","Parts per million","0.016792","0.03","10","28","Parts per billion","0.025","0.1","11",NA,"Parts per million","0.245833","0.5","23","6"
"22645","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-28","Parts per billion","31.695833","46.5","19","43","Parts per million","0.010542","0.024","10","22","Parts per billion","0.4","0.8","11",NA,"Parts per million","0.5375","0.7","9","8"
"22649","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-29","Parts per billion","22.945833","39.5","8","37","Parts per million","0.022542","0.037","12","34","Parts per billion","0.2875","1.4","14",NA,"Parts per million","0.352941","0.5","0","6"
"22653","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-30","Parts per billion","10.591667","23.9","5","22","Parts per million","0.030667","0.039","10","36","Parts per billion","-0.114286","0.3","14",NA,"Parts per million","0.158333","0.2","0","2"
"22657","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-01-31","Parts per billion","5.386364","10.5","19","9","Parts per million","0.0295","0.036","9","33","Parts per billion","-0.1","0.4","17",NA,"Parts per million","0.129167","0.2","17","2"
"22661","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-01","Parts per billion","10.954545","27.2","8","25","Parts per million","0.024292","0.031","11","29","Parts per billion","-0.185714","-0.1","8",NA,"Parts per million","0.208333","0.3","10","3"
"22665","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-02","Parts per billion","23.777778","47.2","19","44","Parts per million","0.017583","0.031","10","29","Parts per billion","-0.0875","0","20",NA,"Parts per million","0.270833","0.5","23","6"
"22669","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-03","Parts per billion","13.75","41.9","0","39","Parts per million","0.024917","0.033","10","31","Parts per billion","0.0625","0.3","17",NA,"Parts per million","0.316667","0.6","0","7"
"22673","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-04","Parts per billion","16.995833","38.1","21","36","Parts per million","0.018333","0.037","10","34","Parts per billion","0.0625","0.3","11",NA,"Parts per million","0.2875","0.5","23","6"
"22677","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-05","Parts per billion","19.954167","39.1","8","37","Parts per million","0.025875","0.038","10","35","Parts per billion","0.425","1","11",NA,"Parts per million","0.433333","0.7","2","8"
"22681","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-06","Parts per billion","13.45","29.6","8","27","Parts per million","0.022167","0.036","10","33","Parts per billion","-0.028571","0","2",NA,"Parts per million","0.25","0.3","8","3"
"22685","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-07","Parts per billion","15.763636","28.6","22","26","Parts per million","0.023042","0.043","10","40","Parts per billion","0.25","1.6","23",NA,"Parts per million","0.358333","0.5","6","6"
"22689","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-08","Parts per billion","18.995833","38.8","2","36","Parts per million","0.021417","0.034","9","31","Parts per billion","0.0375","0.2","11",NA,"Parts per million","0.270833","0.4","3","5"
"22693","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-09","Parts per billion","25.883333","47.3","19","44","Parts per million","0.015083","0.035","10","32","Parts per billion","0.225","0.7","23",NA,"Parts per million","0.291667","0.7","23","8"
"22697","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-10","Parts per billion","24.704762","48","0","45","Parts per million","0.023375","0.036","11","33","Parts per billion","0.5625","2.2","11",NA,"Parts per million","0.5125","1","2","11"
"22701","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-11","Parts per billion","18.3125","36.2","7","34","Parts per million","0.021125","0.031","9","29","Parts per billion","0.6375","2.1","17",NA,"Parts per million","0.225","0.3","8","3"
"22705","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-12","Parts per billion","19.920833","37.9","8","35","Parts per million","0.016917","0.035","10","32","Parts per billion","0.0875","0.5","11",NA,"Parts per million","0.283333","0.4","9","5"
"22709","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-13","Parts per billion","13.069565","25.4","1","24","Parts per million","0.030292","0.043","11","40","Parts per billion","0.033333","0.3","14",NA,"Parts per million","0.3","0.4","0","5"
"22713","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-14","Parts per billion","8.4","19.3","7","18","Parts per million","0.027292","0.035","9","32","Parts per billion","-0.2375","-0.2","5",NA,"Parts per million","0.2","0.2","0","2"
"22717","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-15","Parts per billion","17.358333","46","22","43","Parts per million","0.016458","0.034","11","31","Parts per billion","-0.2","0","23",NA,"Parts per million","0.229167","0.4","23","5"
"22721","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-16","Parts per billion","33.345833","57.3","19","54","Parts per million","0.018125","0.039","10","36","Parts per billion","0.4","1.3","14",NA,"Parts per million","0.479167","0.7","22","8"
"22725","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-17","Parts per billion","13.525","20.7","19","19","Parts per million","0.028208","0.037","10","34","Parts per billion","0.575","2","14",NA,"Parts per million","0.320833","0.7","0","8"
"22729","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-18","Parts per billion","15.058333","23.5","6","22","Parts per million","0.031375","0.04","11","37","Parts per billion","-0.125","0.1","11",NA,"Parts per million","0.229167","0.3","0","3"
"22733","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-19","Parts per billion","10.954167","26.2","6","25","Parts per million","0.031875","0.04","9","37","Parts per billion","-0.2125","-0.1","14",NA,"Parts per million","0.2","0.2","0","2"
"22737","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-20","Parts per billion","7.3625","17.6","7","16","Parts per million","0.031542","0.038","10","35","Parts per billion","-0.285714","-0.2","23",NA,"Parts per million","0.2","0.2","0","2"
"22741","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-21","Parts per billion","6.054545","9.4","7","8","Parts per million","0.026708","0.032","9","30","Parts per billion","-0.2","-0.2","2",NA,"Parts per million","0.2","0.2","0","2"
"22745","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-22","Parts per billion","15.145833","28.8","7","26","Parts per million","0.013333","0.022","13","20","Parts per billion","-0.1875","-0.1","8",NA,"Parts per million","0.245833","0.4","12","5"
"22749","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-23","Parts per billion","11.45","25.2","9","24","Parts per million","0.024917","0.033","20","31","Parts per billion","-0.175","-0.1","8",NA,"Parts per million","0.204167","0.3","0","3"
"22753","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-24","Parts per billion","16.5625","41.4","21","39","Parts per million","0.017667","0.033","11","31","Parts per billion","-0.0375","0","8",NA,"Parts per million","0.2","0.2","0","2"
"22757","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-26","Parts per billion","14.816667","30.9","22","28","Parts per million","0.024417","0.036","10","33","Parts per billion","0.5125","2.2","14",NA,"Parts per million","0.1","0.1","18","1"
"22761","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-27","Parts per billion","21.266667","45.4","8","42","Parts per million","0.034458","0.052","11","48","Parts per billion","0.3","1","11",NA,"Parts per million","0.233333","0.6","8","7"
"22765","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-28","Parts per billion","10.586364","22.1","0","21","Parts per million","0.0385","0.048","9","44","Parts per billion","-0.1125","0","11",NA,"Parts per million","0.025","0.1","0","1"
"22769","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-02-29","Parts per billion","16.527778","34.2","8","32","Parts per million","0.028458","0.035","11","32","Parts per billion","-0.171429","-0.1","8",NA,"Parts per million","0.061111","0.1","0","1"
"22773","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-03-01","Parts per billion","16.2625","32.6","7","30","Parts per million","0.020208","0.031","21","29","Parts per billion","-0.15","-0.1","8",NA,"Parts per million","0.091667","0.2","19","2"
"22777","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-03-02","Parts per billion","8.325","18.6","9","17","Parts per million","0.031083","0.037","13","34","Parts per billion","-0.0125","0.4","11",NA,"Parts per million","0.0375","0.2","0","2"
"22781","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-03-03","Parts per billion","12.325","20.9","7","19","Parts per million","0.027417","0.041","14","38","Parts per billion","-0.0125","0.4","23",NA,"Parts per million","0.066667","0.1","0","1"
"22785","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-03-04","Parts per billion","14.6875","38","6","36","Parts per million","0.031125","0.047","11","44","Parts per billion","0.3625","1","11",NA,"Parts per million","0.141667","0.2","6","2"
"22789","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-03-05","Parts per billion","14.629167","42.8","8","40","Parts per million","0.033583","0.051","10","47","Parts per billion","0.028571","0.4","14",NA,"Parts per million","0.208333","0.4","7","5"
"22793","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-03-06","Parts per billion","7.913636","14","22","13","Parts per million","0.039208","0.048","10","44","Parts per billion","-0.1375","0","14",NA,"Parts per million","0.1","0.1","0","1"
"22797","48","201","1035","9525 1/2 Clinton Dr","Texas","Harris","Houston","2016-03-07","Parts per billion","8.75","10.1","1","9","Parts per million","0.03","0.033","16","31","Parts per billion","-0.1875","-0.1","8",NA,"Parts per million","0.104167","0.2","12","2"
